LAGOON CITY,March 2016,44.547,-79.217,ON,-0.4,0,NA,13.3,0,-22.3,0,,,NA,,,NA,,,,,NA,568.9,0,6114295
MARKDALE,March 2016,44.269,-80.712,ON,0.3,7,NA,15.5,7,-19,7,47.2,13,NA,133.8,12,NA,,9,,,NA,425.6,0,6114979
MIDLAND WATER POLLUTION CONTROL PLANT,March 2016,44.758,-79.875,ON,-1,16,0.9,14,16,-23,16,28,16,NA,49,16,NA,,6,,,NA,284.5,0,6115127
MUSKOKA SNOW,March 2016,44.983,-79.05,ON,,,NA,,,,,14,10,NA,140.5,10,NA,22,9,,,NA,,,6115526
MUSKOKA,March 2016,44.975,-79.303,ON,-1.3,0,NA,12.8,0,-27.2,0,,,NA,162.6,0,NA,,11,,,NA,599.1,0,6115529
NIPISSING,March 2016,46.1,-79.521,ON,,,NA,,,,,9,16,NA,71.8,16,NA,,5,,,NA,,,6115669
ORILLIA BRAIN,March 2016,44.603,-79.439,ON,0.4,5,NA,16,5,-15,5,34,5,NA,160.4,5,NA,0,10,,,NA,457.3,0,6115811
PARRY SOUND CCG,March 2016,45.344,-80.044,ON,-0.3,0,NA,12.2,0,-22.8,0,,,NA,158.8,0,NA,2,12,,,NA,568.6,0,6116257
RAVENSCLIFFE,March 2016,45.354,-79.27,ON,-1.9,4,NA,14,4,-27.5,4,32,4,NA,139.4,4,NA,14,12,,,NA,536,0,6116901
SHANTY BAY,March 2016,44.399,-79.633,ON,0.5,1,2.4,17.5,1,-16.5,1,49.8,1,NA,156,1,NA,0,14,,,NA,524.7,0,6117684
BARRIE-ORO,March 2016,44.483,-79.55,ON,-0.8,1,NA,15.9,1,-21.5,0,,,NA,167.7,1,NA,2,12,,,NA,564,0,6117700
SPRUCEDALE,March 2016,45.425,-79.488,ON,,,NA,,,,,24.2,1,NA,163.2,1,NA,8,13,,,NA,,,6117981
THORNBURY 3,March 2016,44.551,-80.468,ON,,,NA,,,,,45,0,NA,185,0,NA,0,13,,,NA,,,6118240
UDORA,March 2016,44.263,-79.161,ON,0.9,0,2.2,18.5,0,-18.5,0,17,0,66,110.4,0,208,0,14,,,NA,531.6,0,6119055
WIARTON A,March 2016,44.744,-81.109,ON,0.7,0,NA,16.6,0,-13.6,0,73.1,0,NA,163.8,1,NA,,14,,,NA,535.3,0,6119499
WESTERN ISLAND (AUT),March 2016,45.033,-80.367,ON,0,7,NA,11,3,-12.7,5,,,NA,,,NA,,,,,NA,432.2,0,6119M51
BORDEN AWOS,March 2016,44.272,-79.912,ON,-0.1,3,NA,17.9,2,-21.2,3,,,NA,84,5,NA,,10,,,NA,506.3,0,611B002
EGBERT CS,March 2016,44.233,-79.783,ON,1,2,NA,17.5,1,-15.4,1,,,NA,133.7,2,NA,,15,,,NA,493.9,0,6.11E+03
COVE ISLAND (AUT),March 2016,45.333,-81.733,ON,0.4,1,NA,10.2,0,-12.2,1,,,NA,,,NA,,,,,NA,527.2,0,61219J2
GODERICH,March 2016,43.767,-81.717,ON,1.9,1,NA,17.5,1,-14.8,0,,,NA,137.9,1,NA,,10,,,NA,482.9,0,6122847
KINCARDINE,March 2016,44.173,-81.623,ON,2.2,5,NA,17.5,5,-11.5,5,46.8,5,NA,177.4,5,NA,0,12,,,NA,411.5,0,6124127
SARNIA,March 2016,42.999,-82.309,ON,3.8,0,NA,20.4,0,-10.7,0,,,NA,137.9,0,NA,,9,,,NA,439.7,0,6127510
SARNIA CLIMATE,March 2016,43,-82.3,ON,3.9,1,NA,20.6,1,-11.5,0,,,NA,135.7,1,NA,,9,,,NA,422.9,0,6127519
TOBERMORY RCS,March 2016,45.233,-81.633,ON,-0.3,0,NA,10.7,0,-17,0,,,NA,128.8,0,NA,0,11,,,NA,565.9,0,6128330
WROXETER,March 2016,43.863,-81.152,ON,,,NA,,,,,28.2,0,NA,178.3,0,NA,0,16,,,NA,,,6129660
AMHERSTBURG,March 2016,42.103,-83.094,ON,7.2,13,4.9,20.5,11,-5,13,7,10,NA,120.2,10,NA,0,10,,,NA,193.7,0,6130257
CHATHAM WPCP,March 2016,42.39,-82.215,ON,5.1,17,3.1,19.5,17,-8,17,4,17,NA,13.2,17,NA,,5,,,NA,181.2,0,6131415
DELHI CS,March 2016,42.867,-80.55,ON,3.2,1,NA,19.3,1,-12.1,0,,,NA,152.6,1,NA,,14,,,NA,442.9,0,6131983
FORT ERIE,March 2016,42.883,-78.967,ON,3,7,2.6,17.5,7,-9,7,0,9,NA,69.8,9,NA,0,11,,,NA,359.2,0,6132470
GRIMSBY MOUNTAIN,March 2016,43.184,-79.558,ON,4,0,NA,21.4,0,-9.5,0,9.2,1,NA,137.2,0,NA,0,15,,,NA,433.6,0,6133055
HARROW CDA AUTO,March 2016,42.033,-82.9,ON,4.7,1,NA,18.6,1,-8.3,0,,,NA,135.5,1,NA,,11,,,NA,398.6,0,6133362
KINGSVILLE MOE,March 2016,42.043,-82.674,ON,4.9,14,3.2,17,14,-7.5,14,6,15,NA,52.9,15,NA,,10,,,NA,223.4,0,6134190
LONG POINT (AUT),March 2016,42.567,-80.05,ON,3,3,NA,16.4,1,-8.3,2,,,NA,,,NA,,,,,NA,420.6,0,6134F10
NEW GLASGOW,March 2016,42.514,-81.636,ON,3.5,0,2.6,16,0,-12,0,7,0,52,125,0,196,0,14,,,NA,451,0,6135583
PORT COLBORNE,March 2016,42.883,-79.25,ON,4.4,17,3.6,18,17,-7,17,0,17,NA,32.6,17,NA,0,6,,,NA,189.9,0,6136606
PORT WELLER (AUT),March 2016,43.25,-79.217,ON,3.7,0,NA,17.6,0,-6.8,0,,,NA,70.4,0,NA,,8,,,NA,444.6,0,6136699
RAINHAM CENTURY FARM,March 2016,42.85,-79.767,ON,1,19,NA,11.5,19,-9,19,4,19,NA,31.4,19,NA,,5,,,NA,203.5,0,6137135
RIDGETOWN RCS,March 2016,42.45,-81.883,ON,3.7,1,NA,17.8,1,-12.3,0,,,NA,106.7,1,NA,,13,,,NA,428.9,0,6137154
RIDGEVILLE,March 2016,43.042,-79.325,ON,3.5,0,2.8,19,0,-10,0,0,2,NA,59.4,2,NA,0,9,,,NA,448.9,0,6137161
ST CATHARINES BROCK U,March 2016,43.118,-79.248,ON,,,NA,,,,,8,0,NA,83.6,0,NA,0,13,,,NA,,,6137290
ST THOMAS WPCP,March 2016,42.768,-81.205,ON,3.1,6,2.2,16,3,-9,3,6,3,NA,112.2,3,NA,0,14,,,NA,372.1,0,6137362
TILLSONBURG NORTH,March 2016,42.861,-80.741,ON,3.8,0,NA,20.5,0,-12,0,11.3,0,NA,143.6,0,NA,0,15,,,NA,439,0,6138269
TILLSONBURG WWTP,March 2016,42.855,-80.722,ON,,,NA,,,,,9,0,NA,125.1,0,NA,0,16,,,NA,,,6138270
VINELAND STATION RCS,March 2016,43.183,-79.4,ON,3.6,3,NA,19.7,0,-8.7,3,,,NA,81.8,3,NA,,8,,,NA,403.3,0,6139148
WELLAND-PELHAM,March 2016,42.967,-79.333,ON,3.5,0,NA,19.4,0,-10,0,,,NA,77.1,0,NA,,11,,,NA,448.8,0,6139449
WINDSOR RIVERSIDE,March 2016,42.333,-82.933,ON,5.9,2,NA,21.5,2,-8,2,12.5,2,NA,139.9,2,NA,0,12,,,NA,350.9,0,6139520
WINDSOR A,March 2016,42.276,-82.955,ON,5,0,NA,19.8,0,-8.7,0,19.8,0,NA,153.6,0,NA,,14,,,NA,404.4,0,6139527
ERIEAU (AUT),March 2016,42.25,-81.9,ON,3.2,0,NA,12.6,0,-7.3,0,,,NA,,,NA,,,,,NA,459.1,0,613KLLM
POINT PELEE CS,March 2016,41.949,-82.519,ON,3.8,0,NA,17.7,0,-8.3,0,,,NA,,,NA,,,,,NA,440.4,0,613P001
BRANTFORD AIRPORT,March 2016,43.138,-80.331,ON,3.7,11,NA,17.2,8,-11.5,6,,,NA,120.8,11,NA,,9,,,NA,286.1,0,6140942
DORCHESTER,March 2016,43.002,-81.033,ON,,,NA,,,,,23,0,NA,168.9,0,NA,0,16,,,NA,,,6142066
ELORA RCS,March 2016,43.65,-80.417,ON,1,2,NA,15.6,2,-13.4,1,,,NA,140.8,2,NA,,20,,,NA,493.4,0,6142286
FERGUS SHAND DAM,March 2016,43.735,-80.33,ON,1.3,0,3.2,17,0,-14.5,0,20.8,0,91,155,0,260,0,15,,,NA,517.1,0,6142400
FERGUS MOE,March 2016,43.702,-80.379,ON,0.7,0,NA,17.5,0,-12,0,15.6,0,NA,121.2,0,NA,0,14,,,NA,535.1,0,6142402
FOLDENS,March 2016,43.018,-80.781,ON,3.3,0,3.5,18,0,-11.5,0,9.6,0,50,170.6,0,270,0,14,,,NA,455.5,0,6142420
GUELPH TURFGRASS,March 2016,43.55,-80.217,ON,1.6,0,NA,17.5,0,-14.2,0,,,NA,,,NA,,,,,NA,509.5,0,6143089
KITCHENER/WATERLOO,March 2016,43.461,-80.379,ON,2.1,0,NA,18.3,0,-12.6,0,,,NA,130.4,0,NA,,12,,,NA,492.6,0,6144239
LONDON A,March 2016,43.033,-81.151,ON,3,0,NA,18.2,0,-13.6,0,,,NA,,,NA,,,,,NA,466.5,0,6144473
LONDON INT'L AIRPORT,March 2016,43.033,-81.151,ON,,,,,,,,18.5,1,NA,154.5,1,NA,0,14,,,NA,,,6144475
LONDON CS,March 2016,43.033,-81.15,ON,3.5,1,NA,18.2,1,-13.7,0,,,NA,141.6,1,NA,,12,,,NA,434.3,0,6144478
MOUNT FOREST (AUT),March 2016,43.983,-80.75,ON,1.1,0,NA,15.8,0,-15.9,0,,,NA,156,2,NA,,14,,,NA,522.6,0,6145504
ROSEVILLE,March 2016,43.354,-80.474,ON,2.1,4,3,17.5,4,-13,4,20,5,NA,125.2,5,NA,0,11,,,NA,429.7,0,6147188
STRATFORD WWTP,March 2016,43.369,-81.005,ON,-0.3,20,0.4,12,20,-12.5,20,10,26,NA,23,24,NA,,5,,,NA,201.7,0,6148105
STRATHROY-MULLIFARRY,March 2016,42.981,-81.643,ON,3.2,0,NA,18.5,0,-16,0,9,0,NA,130.6,0,NA,0,15,,,NA,460.3,0,6148122
WATERLOO WELLINGTON 2,March 2016,43.45,-80.383,ON,,,NA,,,,,26.2,0,NA,170,0,NA,0,13,,,NA,,,6149389
WOODSTOCK,March 2016,43.136,-80.771,ON,3.7,19,3.9,16.5,19,-13,19,16,19,NA,108.6,19,NA,0,10,,,NA,171.9,0,6149625
BELLEVILLE,March 2016,44.151,-77.395,ON,1.7,0,2.1,16.5,0,-16,0,5.6,0,25,98.6,0,158,0,14,,,NA,504.5,0,6150689
BLACKSTOCK,March 2016,44.1,-78.833,ON,0.5,0,NA,16,0,-20,0,19.2,0,NA,116.4,0,NA,0,16,,,NA,541,0,6150790
BURLINGTON PIERS (AUT),March 2016,43.3,-79.8,ON,3.4,0,NA,18.7,0,-9,0,,,NA,,,NA,,,,,NA,451.2,0,6151061
CENTREVILLE,March 2016,44.403,-76.908,ON,0.8,0,2.3,16,0,-21.5,0,11.8,0,46,100.4,0,153,0,12,,,NA,533.6,0,6151309
COBOURG (AUT),March 2016,43.95,-78.167,ON,-1.5,23,NA,10.9,23,-14.7,21,,,NA,0.7,23,NA,,0,,,NA,155.9,0,6151684
COBOURG STP,March 2016,43.967,-78.183,ON,2.3,9,2.7,13,9,-14,9,4,9,NA,95.4,9,NA,0,12,,,NA,346,0,6151689
GEORGETOWN WWTP,March 2016,43.64,-79.879,ON,1.5,14,2.4,21,14,-13.5,14,5,14,NA,63.7,14,NA,,10,,,NA,280.9,0,6152695
HAMILTON A,March 2016,43.174,-79.935,ON,2.7,0,NA,18.6,0,-10.8,0,19,0,NA,141.1,0,NA,,14,,,NA,474.9,0,6153193
HAMILTON RBG CS,March 2016,43.292,-79.908,ON,3.5,0,NA,20.3,0,-9.2,0,,,NA,145.5,0,NA,,12,,,NA,450.6,0,6153301
OAKVILLE TWN,March 2016,43.513,-79.69,ON,3.2,0,NA,20.5,0,-11,0,17,0,NA,80.6,0,NA,0,14,,,NA,459.7,0,6155750
OSHAWA,March 2016,43.923,-78.883,ON,0.9,0,NA,15.4,0,-16.6,0,,,NA,76,0,NA,,11,,,NA,531.3,0,6155875
OSHAWA WPCP,March 2016,43.867,-78.833,ON,2.3,2,1.9,14,2,-12.5,2,0.6,2,NA,83.3,2,NA,0,12,,,NA,454.8,0,6155878
POINT PETRE (AUT),March 2016,43.833,-77.15,ON,1.3,1,NA,13.1,1,-14.7,0,,,NA,71.1,1,NA,,11,,,NA,502.5,0,6156559
MONO CENTRE,March 2016,44.032,-80.024,ON,2.8,19,NA,14,16,-11.4,15,,,NA,76.4,20,NA,,7,,,NA,182.4,0,6157000
STIRLING,March 2016,44.293,-77.555,ON,,,NA,,,,,3,1,NA,83.9,1,NA,0,14,,,NA,,,6158052
TORONTO,March 2016,43.667,-79.4,ON,,,,,,,,20.2,0,102,98.5,0,184,0,14,,,NA,,,6158350
TORONTO CITY,March 2016,43.667,-79.4,ON,3.5,0,NA,18.6,0,-10.3,0,,,NA,65.2,13,NA,,7,,,NA,449.8,0,6158355
TORONTO CITY CENTRE,March 2016,43.628,-79.396,ON,2.6,0,NA,13.8,0,-9.9,0,,,NA,89.3,0,NA,,11,,,NA,478.8,0,6158359
TORONTO BUTTONVILLE A,March 2016,43.861,-79.369,ON,1.6,0,NA,18.6,0,-11.7,0,22,0,NA,103.7,0,NA,,11,,,NA,508.2,0,6158410
TORONTO INTL A,March 2016,43.677,-79.631,ON,2.6,0,NA,20.4,0,-10.9,0,13,0,NA,80,0,NA,,10,,,NA,476.1,0,6158731
TRENTON A,March 2016,44.117,-77.533,ON,1.6,0,2.3,17.2,0,-16.3,0,4.1,0,17,100.8,0,162,,11,,,NA,509,0,6158875
UXBRIDGE WEST,March 2016,44.098,-79.164,ON,1.3,8,NA,17.7,5,-17.7,6,,,NA,92.2,11,NA,,10,,,NA,385.2,0,6159123
MOUNTAINVIEW,March 2016,44.052,-77.302,ON,2.5,2,2.8,16.5,2,-15,2,2,2,NA,97.4,2,NA,0,12,,,NA,449,0,615EMR7
TORONTO NORTH YORK,March 2016,43.78,-79.468,ON,2.4,5,NA,19,5,-11.5,5,16.2,5,NA,65.6,5,NA,0,11,,,NA,405,0,615S001
COE HILL,March 2016,44.923,-77.885,ON,-0.9,3,NA,17,3,-29,3,37.8,3,NA,177.2,3,NA,0,13,,,NA,530.4,0,6161740
HALIBURTON 3,March 2016,45.032,-78.531,ON,-1.1,0,2.6,13.5,0,-32.5,0,43.2,0,114,170.5,0,226,0,13,,,NA,593.5,0,6163171
PETERBOROUGH,March 2016,44.23,-78.363,ON,0.5,0,NA,16.4,0,-21,0,,,NA,74,0,NA,,11,,,NA,543.5,0,6166415
PETERBOROUGH TRENT U,March 2016,44.35,-78.3,ON,0.6,1,NA,16.7,0,-22.8,1,,,NA,104.3,1,NA,,13,,,NA,523.2,0,6166456
SONYA SUNDANCE MEADOWS,March 2016,44.217,-78.95,ON,,,NA,,,,,27.8,0,NA,126,0,NA,0,15,,,NA,,,6168100
TAPLEY,March 2016,44.171,-78.501,ON,,,NA,,,,,11.2,5,NA,102.2,5,NA,0,13,,,NA,,,6168525
BANCROFT AUTO,March 2016,45.071,-77.879,ON,-2.1,0,NA,14.4,0,-32.8,0,,,NA,160.3,0,NA,,13,,,NA,621.8,0,616I001
ATTAWAPISKAT A,April 2016,52.928,-82.432,ON,-7.5,1,NA,20.9,1,-24.6,0,,,NA,6.8,0,NA,,4,,,NA,739.5,0,6010400
BIG TROUT LAKE A,April 2016,53.818,-89.897,ON,-5.6,2,NA,18.1,2,-24.2,2,,,NA,5.8,2,NA,,3,,,NA,659.4,0,6010735
BIG TROUT LAKE,April 2016,53.816,-89.892,ON,-5,3,NA,17.8,2,-24.6,2,,,NA,11.1,3,NA,3,4,,,NA,621.9,0,6010740
EAR FALLS (AUT),April 2016,50.631,-93.221,ON,0.4,3,NA,20.2,2,-16.9,2,,,NA,63.1,3,NA,,7,,,NA,474.6,0,6012199
FORT SEVERN A,April 2016,56.019,-87.676,ON,-9.3,7,NA,11,7,-26.6,6,,,NA,,,NA,,,,,NA,626.8,0,6012501
LANSDOWNE HOUSE (AUT),April 2016,52.196,-87.936,ON,-3.9,3,NA,21.2,2,-21.9,2,,,NA,30.2,3,NA,,7,,,NA,591.7,0,6014353
MUSKRAT DAM,April 2016,53.441,-91.763,ON,-4,6,NA,17.7,6,-24.3,4,,,NA,7.8,6,NA,,1,,,NA,527.1,0,6015026
PEAWANUCK (AUT),April 2016,54.983,-85.433,ON,-10.3,3,NA,12.4,2,-30.1,2,,,NA,5.9,3,NA,1,3,,,NA,764.3,0,6016295
PICKLE LAKE (AUT),April 2016,51.449,-90.218,ON,-1.9,5,NA,19,3,-21,3,,,NA,63.6,5,NA,,9,,,NA,498.2,0,6016525
PICKLE LAKE A,April 2016,51.446,-90.214,ON,-2.5,0,NA,19.1,0,-22.8,0,,,NA,,,NA,0,,,,NA,613.6,0,6016529
RED LAKE A,April 2016,51.067,-93.793,ON,-0.3,0,NA,19.6,0,-19.9,0,,,NA,,,NA,1,,,,NA,547.9,0,6016970
SANDY LAKE A,April 2016,53.064,-93.344,ON,-2.5,0,NA,19.7,0,-21.9,0,,,NA,11.7,0,NA,,3,,,NA,614.9,0,6017401
BARWICK,April 2016,48.633,-93.967,ON,3.5,0,-0.9,24,0,-13.5,0,15.1,0,170,52.5,0,134,0,11,,,NA,433.7,0,6020559
ATIKOKAN (AUT),April 2016,48.761,-91.628,ON,1.6,0,NA,23.7,0,-19.7,0,,,NA,58.1,0,NA,,22,,,NA,493,0,6020LPQ
FORT FRANCES RCS,April 2016,48.651,-93.439,ON,2.8,3,NA,24.2,2,-14.1,2,,,NA,32.9,3,NA,,7,,,NA,410.3,0,6022474
MINE CENTRE SOUTHWEST,April 2016,48.76,-92.623,ON,2,0,NA,24,0,-21,0,17.2,0,NA,37.2,0,NA,0,9,,,NA,478.8,0,6025205
DRYDEN REGIONAL,April 2016,49.828,-92.744,ON,0.9,0,NA,21.1,0,-18.4,0,,,NA,56.5,0,NA,,8,,,NA,512.6,0,6032125
KENORA RCS,April 2016,49.791,-94.378,ON,1.8,3,NA,20.7,2,-14.3,2,,,NA,64,3,NA,,12,,,NA,436.5,0,6034073
KENORA A,April 2016,49.788,-94.363,ON,1.7,0,NA,20.6,0,-14.2,0,22.2,0,NA,70,0,NA,,11,,,NA,488.4,0,6034076
RAWSON LAKE (AUT),April 2016,49.664,-93.733,ON,1.3,3,NA,21.1,2,-15.8,2,,,NA,66.5,3,NA,,11,,,NA,450,0,6036907
ROYAL ISLAND (AUT),April 2016,49.469,-94.763,ON,2,4,NA,19.9,3,-14.8,2,,,NA,,,NA,,,,,NA,416.8,0,6037201
SIOUX LOOKOUT A,April 2016,50.114,-91.908,ON,-0.4,0,NA,21,0,-21.2,0,18,0,NA,56,1,NA,,10,,,NA,552.9,0,6037776
ARMSTRONG (AUT),April 2016,50.294,-88.905,ON,-2.1,4,NA,21.5,3,-24.6,2,,,NA,34.6,4,NA,,8,,,NA,522.4,0,6040325
CAMERON FALLS (AUT),April 2016,49.154,-88.345,ON,0,3,NA,19.1,2,-16.3,2,,,NA,11.1,5,NA,,4,,,NA,486.2,0,6041110
CARIBOU ISLAND (AUT),April 2016,47.333,-85.833,ON,1.6,3,NA,11.2,2,-8.7,2,,,NA,,,NA,,,,,NA,443.6,0,6041222
GERALDTON A,April 2016,49.779,-86.939,ON,-1.8,0,NA,20.8,0,-21.8,0,20.4,0,NA,30,1,NA,,8,,,NA,594.6,0,6042717
HAZELWOOD,April 2016,48.467,-89.267,ON,,,NA,,,,,26.8,2,NA,32.2,2,NA,0,7,,,NA,,,6043390
PUKASKWA (AUT),April 2016,48.608,-86.287,ON,0.1,2,NA,16.2,1,-18.2,2,,,NA,17.3,3,NA,,6,,,NA,500.2,0,6046768
THUNDER BAY,April 2016,48.372,-89.322,ON,0.7,0,NA,18.9,0,-17.8,0,,,NA,17,0,NA,,3,,,NA,519.6,0,6048260
THUNDER BAY BURWOOD,April 2016,48.414,-89.278,ON,2.6,17,NA,16,17,-8,17,0,17,NA,1,17,NA,,1,,,NA,200.4,0,6048266
THUNDER BAY CS,April 2016,48.369,-89.327,ON,1.1,3,NA,18.8,2,-16.6,2,,,NA,21.8,4,NA,,5,,,NA,455.2,0,6048268
UPSALA (AUT),April 2016,49.033,-90.467,ON,-0.1,3,NA,23.7,2,-24.9,2,,,NA,35.3,3,NA,,9,,,NA,489.3,0,6049095
WELCOME ISLAND (AUT),April 2016,48.369,-89.119,ON,1.3,1,NA,13.2,1,-11.1,0,,,NA,,,NA,,,,,NA,485.7,0,6049443
LITTLE FLATLAND ISLAND (AUT),April 2016,49.69,-88.306,ON,-2.1,4,NA,11.7,3,-18.3,2,,,NA,20.4,4,NA,,6,,,NA,521.4,0,6049470
THUNDER BAY A FIREHALL,April 2016,48.367,-89.317,ON,,,NA,,,,,23.6,16,NA,21.6,16,NA,,5,,,NA,,,604S003
LAKE SUPERIOR PROVINCIAL PARK,April 2016,47.723,-84.814,ON,-0.9,0,NA,21.2,0,-23.7,0,,,NA,22.6,0,NA,,5,,,NA,566.5,0,6054425
SAULT STE MARIE A,April 2016,46.485,-84.51,ON,1.3,0,NA,24.8,0,-13.2,0,32.3,1,NA,55.9,2,NA,,9,,,NA,499.7,0,6057591
WAWA A,April 2016,47.967,-84.786,ON,-0.2,0,NA,19.5,0,-19.6,0,,,NA,,,NA,,,,,NA,545,0,6059407
KILLARNEY (AUT),April 2016,45.967,-81.483,ON,1.7,3,NA,13.4,2,-12.4,2,,,NA,,,NA,,,,,NA,440,0,605DJ25
CHAPLEAU A,April 2016,47.82,-83.347,ON,-1.2,0,NA,22.2,0,-25.4,0,,,NA,,,NA,0,,,,NA,576.4,0,6061362
MASSEY,April 2016,46.193,-82.025,ON,1.6,0,-2.8,22.5,0,-15.5,0,34,0,443,37.2,0,62,0,7,,,NA,491.9,0,6065006
MONETVILLE 2,April 2016,46.215,-80.303,ON,0.1,4,NA,23.5,4,-20,4,43,4,NA,46.2,4,NA,,6,,,NA,465.7,0,6065252
SUDBURY CLIMATE,April 2016,46.632,-80.796,ON,-0.4,1,NA,19.9,1,-19,0,,,NA,29.9,1,NA,,8,,,NA,532.9,0,6068145
SUDBURY A,April 2016,46.626,-80.798,ON,-0.1,0,NA,20.2,0,-19.2,0,54.8,0,NA,51.3,1,NA,,6,,,NA,542.9,0,6068153
BONNER LAKE,April 2016,49.383,-82.124,ON,-2.6,2,NA,21.5,1,-24,1,12,1,NA,19.4,1,NA,0,5,,,NA,576.5,0,6070QK6
EARLTON A,April 2016,47.695,-79.849,ON,-2.1,0,NA,15.5,0,-23.9,0,,,NA,,,NA,,,,,NA,602.3,0,6072223
EARLTON CLIMATE,April 2016,47.695,-79.849,ON,-2.1,0,NA,15.5,0,-23.9,0,,,NA,29.3,0,NA,,6,,,NA,601.6,0,6072230
KAPUSKASING A,April 2016,49.412,-82.468,ON,-2,0,NA,21,0,-23.1,0,13.7,1,NA,28.5,1,NA,,7,,,NA,599.3,0,6073976
KAPUSKASING CDA ON,April 2016,49.406,-82.444,ON,-2.4,0,NA,19.6,0,-24.3,0,,,NA,23.1,0,NA,,6,,,NA,611.5,0,6073980
KIRKLAND LAKE CS,April 2016,48.15,-80,ON,-2.8,0,NA,18.3,0,-28.8,0,,,NA,45.1,0,NA,,7,,,NA,623.5,0,6074211
MOOSONEE,April 2016,51.291,-80.608,ON,-5.9,0,NA,18.6,0,-23.5,0,,,NA,5,0,NA,,2,,,NA,715.6,0,6075420
MOOSONEE UA,April 2016,51.267,-80.65,ON,-5.3,2,-3.6,21,2,-24,2,8.8,2,NA,9.4,2,NA,,3,,,NA,653.6,0,6075425
MOOSONEE RCS,April 2016,51.292,-80.618,ON,-5.5,1,NA,20.8,1,-23.7,0,,,NA,30.2,1,NA,2,13,,,NA,680.2,0,6075435
NAGAGAMI (AUT),April 2016,49.747,-84.164,ON,-2.1,3,NA,22.8,2,-24.8,2,,,NA,34.5,4,NA,,8,,,NA,542,0,6075543
TIMMINS CLIMATE,April 2016,48.557,-81.39,ON,-2.4,0,NA,19.6,0,-27.3,0,,,NA,25.2,0,NA,,8,,,NA,612,0,6078282
TIMMINS A,April 2016,48.571,-81.377,ON,-2.4,0,NA,19.7,0,-27.2,0,,,NA,,,NA,,,,,NA,612.4,0,6078286
ALGONQUIN PARK EAST GATE,April 2016,45.533,-78.267,ON,0.2,1,NA,20.7,1,-23.1,0,,,NA,56.5,1,NA,,10,,,NA,515.2,0,6080192
NORTH BAY A,April 2016,46.364,-79.424,ON,-0.1,0,NA,18.2,0,-17.8,0,,,NA,24.3,0,NA,,6,,,NA,542.1,0,6085680
GORE BAY CLIMATE,April 2016,45.883,-82.567,ON,2,0,NA,18.5,0,-11.2,0,,,NA,39.2,1,NA,,7,,,NA,481.5,0,6092920
GREAT DUCK ISLAND (AUT),April 2016,45.633,-82.95,ON,2.2,4,NA,13,3,-10.6,2,,,NA,,,NA,,,,,NA,410.4,0,6093005
SANDFIELD,April 2016,45.69,-81.982,ON,1.8,1,NA,21,1,-14,1,41,1,NA,51.2,1,NA,0,8,,,NA,470.8,0,6097426
APPLETON,April 2016,45.186,-76.113,ON,3.6,0,NA,23,0,-12,0,15.2,0,NA,28,0,NA,0,8,,,NA,431.9,0,6100285
BROCKVILLE CLIMATE,April 2016,44.635,-75.748,ON,4.6,3,NA,24,2,-9.5,2,,,NA,25.7,5,NA,,6,,,NA,362.1,0,6100970
BROCKVILLE PCC,April 2016,44.6,-75.667,ON,4.4,0,-2.3,23.5,0,-9.5,0,20.6,0,249,46.4,0,60,0,10,,,NA,409.5,0,6100971
CHALK RIVER AECL,April 2016,46.05,-77.367,ON,2.9,9,-2.6,18.5,9,-13.5,9,33.2,9,NA,55.8,9,NA,,8,,,NA,316.4,0,6101335
CORNWALL,April 2016,45.016,-74.749,ON,4.1,4,-3,23.5,4,-10,4,14,4,NA,41,4,NA,0,8,,,NA,362.3,0,6101874
DRUMMOND CENTRE,April 2016,45.032,-76.253,ON,3.8,0,-2.2,24.5,0,-11,0,21.6,0,194,33.6,0,52,0,8,,,NA,424.8,0,6102J13
HARTINGTON IHD,April 2016,44.428,-76.69,ON,5.3,2,-1,24,2,-9,2,7,2,NA,38,2,NA,0,10,,,NA,355.6,0,6103367
KEMPTVILLE CS,April 2016,45,-75.633,ON,3.5,0,NA,23.2,0,-11.3,0,,,NA,33.1,0,NA,,7,,,NA,435,0,6104027
KINGSTON CLIMATE,April 2016,44.223,-76.599,ON,4.3,4,NA,19.1,3,-9.5,2,,,NA,19.6,4,NA,,3,,,NA,356.6,0,6104142
LYNDHURST SHAWMERE,April 2016,44.517,-76.083,ON,5.5,4,-0.8,24,4,-8.5,4,10.6,4,NA,31.2,4,NA,0,9,,,NA,324,0,6104725
MOOSE CREEK WELLS,April 2016,45.251,-74.963,ON,2.9,0,NA,22.7,0,-11.7,0,,,NA,,,NA,,,,,NA,451.8,0,6105397
OMPAH-SEITZ,April 2016,45.054,-76.784,ON,3.1,0,NA,24,0,-13,0,24.4,0,NA,41.2,0,NA,0,6,,,NA,447.4,0,6105762
OTTAWA CDA,April 2016,45.383,-75.717,ON,3.9,0,-2.6,23,0,-10.5,0,25.2,0,350,42.4,0,60,0,8,,,NA,423.9,0,6105976
OTTAWA CDA RCS,April 2016,45.383,-75.717,ON,3.7,0,NA,22.6,0,-9.9,0,,,NA,45.2,0,NA,,6,,,NA,428.6,0,6105978
OTTAWA INTL A,April 2016,45.317,-75.667,ON,3.5,0,NA,23.1,0,-11.1,0,20.2,0,NA,43.8,0,NA,,5,,,NA,433.8,0,6106001
